Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
30,Travel_Rarely,1046,Sales,25,5,Human Resources,1,Female,73,3,4,Research Director,1,Divorced,4059,18099,6,No,18,3,4,1,27,0,2,6,17,9,7,Yes
57,Non-Travel,659,Research & Development,12,2,Technical Degree,4,Male,96,1,5,Healthcare Representative,2,Divorced,16915,19188,4,No,22,4,3,1,39,5,4,0,9,11,6,No
59,Travel_Rarely,1016,Research & Development,9,5,Human Resources,3,Female,97,2,3,Sales Executive,3,Married,8513,3075,4,No,21,4,4,2,26,6,3,23,5,8,15,No
26,Non-Travel,990,Human Resources,2,4,Human Resources,2,Male,91,3,3,Research Director,2,Single,14865,16063,1,No,16,3,1,0,13,5,1,18,12,13,8,No
44,Non-Travel,1371,Human Resources,8,5,Technical Degree,2,Female,30,4,5,Human Resources,3,Married,2674,18383,5,Yes,14,4,1,2,38,3,3,31,5,7,15,No
19,Travel_Rarely,967,Sales,26,5,Other,1,Female,46,4,4,Sales Executive,4,Single,10800,11605,5,Yes,21,4,4,1,1,4,4,29,11,3,1,No
22,Non-Travel,709,Human Resources,11,5,Marketing,4,Male,45,4,3,Research Director,2,Married,14978,6452,3,No,23,4,2,3,16,5,4,0,13,9,2,No
46,Non-Travel,513,Human Resources,28,4,Medical,1,Male,38,2,4,Research Scientist,1,Divorced,17697,20047,4,No,17,3,4,3,0,0,3,31,16,7,1,No
54,Travel_Rarely,124,Sales,21,5,Medical,1,Female,82,4,3,Manufacturing Director,4,Divorced,17767,14298,6,No,18,3,4,2,31,3,3,19,7,14,16,No
55,Travel_Rarely,383,Sales,4,4,Other,4,Female,88,1,4,Research Scientist,3,Single,6884,14368,7,No,11,3,2,0,18,6,2,20,4,6,11,No
36,Travel_Rarely,980,Human Resources,10,2,Life Sciences,3,Female,38,1,4,Research Scientist,2,Single,19196,9428,5,Yes,20,3,3,1,13,6,4,18,3,4,10,No
25,Non-Travel,400,Research & Development,21,1,Other,2,Female,41,4,2,Laboratory Technician,3,Married,19708,20437,4,No,23,4,3,0,30,2,4,29,5,6,5,No
18,Non-Travel,1191,Human Resources,20,2,Life Sciences,3,Male,70,3,5,Research Director,3,Married,14383,17817,2,Yes,23,3,4,0,17,4,3,27,10,6,9,No
39,Non-Travel,1130,Human Resources,16,1,Life Sciences,4,Female,44,4,1,Manufacturing Director,2,Single,6248,4420,6,Yes,14,4,1,0,13,5,1,31,4,13,13,No
34,Non-Travel,916,Research & Development,8,2,Other,4,Female,95,1,5,Sales Representative,2,Single,4429,20912,7,Yes,14,3,1,1,13,2,3,29,13,12,0,No
24,Travel_Rarely,1260,Research & Development,4,1,Medical,2,Female,40,1,4,Laboratory Technician,3,Married,17611,6317,2,No,20,3,1,2,23,4,3,22,9,9,14,No
42,Travel_Frequently,1287,Sales,29,1,Marketing,3,Female,37,1,4,Laboratory Technician,3,Single,11256,26361,4,No,19,4,4,1,4,6,4,26,10,1,5,No
21,Travel_Rarely,182,Sales,10,3,Medical,2,Female,84,3,5,Research Scientist,4,Single,9203,25611,1,Yes,23,3,1,1,15,3,2,36,2,6,12,No
53,Travel_Rarely,1196,Human Resources,12,1,Medical,1,Male,35,3,4,Manager,1,Single,8765,10412,9,No,16,3,1,2,4,5,3,25,7,2,13,No
23,Travel_Rarely,1360,Research & Development,29,1,Medical,1,Male,82,3,3,Manager,3,Single,2522,18321,9,No,14,4,3,2,12,6,1,2,4,7,12,No
48,Travel_Rarely,145,Sales,14,3,Other,1,Male,49,1,4,Sales Executive,1,Divorced,1691,2227,3,No,23,3,4,2,15,0,1,30,19,7,15,No
36,Travel_Rarely,717,Human Resources,16,5,Other,3,Male,68,2,5,Sales Representative,4,Divorced,2739,20721,3,No,11,4,3,3,14,4,3,1,9,8,0,No
56,Travel_Rarely,1027,Research & Development,22,5,Other,1,Male,63,4,5,Manufacturing Director,1,Single,2525,13456,7,Yes,18,3,2,3,30,6,1,9,7,10,13,Yes
44,Travel_Rarely,361,Human Resources,18,3,Medical,2,Female,86,4,5,Laboratory Technician,1,Married,17453,2955,2,No,21,4,3,2,4,6,1,37,8,3,12,No
27,Non-Travel,275,Sales,21,4,Marketing,3,Male,48,1,2,Research Director,4,Divorced,7251,19881,4,Yes,19,3,4,0,20,0,3,18,14,9,9,Yes
43,Travel_Rarely,1289,Sales,22,1,Life Sciences,2,Male,60,3,2,Research Scientist,3,Married,11440,11472,4,No,15,4,1,3,29,2,1,30,0,2,9,No
36,Travel_Frequently,756,Research & Development,21,1,Human Resources,4,Female,69,2,2,Human Resources,1,Married,14860,3978,1,No,15,3,4,1,22,6,1,28,4,8,3,No
56,Non-Travel,941,Human Resources,12,3,Life Sciences,3,Male,43,2,2,Research Director,3,Divorced,8649,19913,8,Yes,20,4,3,1,37,2,3,24,14,8,13,No
20,Non-Travel,469,Research & Development,18,3,Life Sciences,2,Male,66,3,2,Research Director,3,Married,2287,14675,3,No,18,3,4,3,28,3,4,31,3,1,11,No
30,Travel_Rarely,153,Sales,7,4,Human Resources,2,Male,73,4,2,Laboratory Technician,2,Married,14193,21046,8,Yes,18,3,4,1,12,3,2,16,18,5,5,Yes
45,Travel_Rarely,789,Sales,20,5,Medical,3,Male,38,4,2,Manufacturing Director,3,Single,9767,24817,8,No,15,3,3,2,31,1,2,22,9,2,14,No
37,Travel_Rarely,1464,Human Resources,24,2,Marketing,4,Female,87,2,5,Research Scientist,3,Single,16913,18128,1,Yes,14,4,3,1,26,1,4,17,1,4,4,No
45,Travel_Rarely,1250,Human Resources,23,5,Marketing,3,Female,49,2,1,Research Scientist,1,Single,16629,17668,8,No,16,4,2,3,33,3,3,10,4,1,9,No
25,Non-Travel,466,Human Resources,7,1,Life Sciences,1,Male,79,3,2,Manufacturing Director,3,Divorced,5954,9445,8,No,20,3,2,0,32,5,4,19,17,14,8,No
58,Travel_Rarely,1394,Research & Development,9,3,Human Resources,1,Female,49,4,5,Manager,3,Single,1744,6284,1,Yes,15,3,3,1,3,2,2,12,5,3,9,No
56,Travel_Rarely,743,Human Resources,1,4,Technical Degree,4,Male,65,2,1,Healthcare Representative,2,Married,11719,19585,5,No,18,3,4,1,17,0,2,23,9,10,11,No
18,Travel_Frequently,478,Human Resources,26,5,Medical,2,Female,56,4,2,Sales Executive,2,Married,13402,9131,8,No,19,3,3,0,5,6,2,19,14,2,3,No
20,Travel_Rarely,172,Sales,6,4,Life Sciences,2,Female,61,2,1,Sales Executive,1,Married,5576,12614,3,No,23,3,1,3,27,6,2,27,8,1,3,No
30,Non-Travel,1014,Sales,6,5,Marketing,2,Female,30,3,1,Manager,1,Married,10216,2759,1,No,11,3,2,0,26,3,3,34,12,5,12,No
45,Non-Travel,1371,Human Resources,22,1,Other,3,Female,46,4,3,Laboratory Technician,2,Married,17363,23957,6,No,19,3,1,1,25,5,2,20,17,10,13,No
42,Non-Travel,959,Human Resources,29,2,Other,3,Female,38,2,4,Laboratory Technician,2,Divorced,18325,23545,8,No,23,3,4,3,19,0,2,5,6,2,11,No
50,Travel_Rarely,142,Sales,12,4,Human Resources,4,Female,74,2,3,Sales Representative,4,Married,6050,22673,5,Yes,19,3,1,2,12,1,3,6,1,3,12,No
55,Non-Travel,476,Human Resources,22,4,Human Resources,1,Female,95,2,1,Sales Executive,3,Divorced,14948,23830,3,No,16,3,3,3,27,0,4,28,15,5,12,No
23,Travel_Rarely,1164,Research & Development,12,2,Life Sciences,2,Female,61,2,5,Sales Executive,1,Married,18151,15684,0,Yes,21,4,3,3,33,3,3,22,1,11,1,No
49,Travel_Rarely,269,Research & Development,10,4,Technical Degree,1,Female,74,3,2,Laboratory Technician,1,Divorced,3438,11680,3,No,20,4,3,2,22,2,2,4,3,12,8,No
38,Non-Travel,311,Research & Development,23,4,Marketing,3,Female,38,4,4,Research Director,3,Divorced,11382,22642,2,No,15,3,1,3,9,3,1,21,1,11,9,No
33,Non-Travel,138,Human Resources,26,5,Life Sciences,3,Female,59,4,2,Sales Executive,3,Married,15663,6371,6,No,17,3,1,1,29,6,3,8,16,14,16,No
38,Non-Travel,468,Sales,6,5,Technical Degree,3,Male,67,1,5,Manufacturing Director,1,Married,15069,14651,9,No,21,3,1,1,21,6,3,31,5,4,9,No
28,Travel_Frequently,856,Human Resources,17,2,Human Resources,1,Female,89,4,4,Human Resources,2,Married,9819,3665,4,Yes,18,4,3,1,4,4,4,9,9,3,12,Yes
54,Non-Travel,250,Human Resources,19,1,Other,4,Male,30,1,3,Manufacturing Director,2,Married,17760,8918,2,Yes,19,4,3,1,8,5,2,27,13,12,0,No
53,Travel_Rarely,1234,Sales,18,4,Medical,4,Female,34,2,1,Research Director,3,Single,13078,25007,1,Yes,19,3,3,2,3,5,1,10,14,13,1,Yes
52,Travel_Frequently,1170,Sales,6,1,Other,3,Male,92,3,5,Sales Representative,1,Single,17473,12194,1,No,20,3,1,1,0,5,3,6,11,11,16,No
36,Travel_Rarely,1123,Sales,24,2,Marketing,2,Male,65,3,1,Laboratory Technician,3,Divorced,12047,25816,4,No,21,3,1,3,33,4,3,29,18,3,12,No
37,Travel_Frequently,836,Research & Development,19,2,Marketing,1,Male,94,2,1,Sales Representative,2,Divorced,10257,25066,7,No,13,4,4,0,25,4,3,37,10,1,16,No
35,Travel_Rarely,1489,Human Resources,10,5,Other,3,Female,53,1,2,Sales Representative,4,Single,14805,13213,7,No,23,4,2,2,17,2,1,33,0,11,12,No
58,Travel_Frequently,168,Sales,24,4,Other,1,Female,33,2,5,Laboratory Technician,4,Divorced,17212,17745,4,No,18,4,3,2,15,5,3,27,7,12,16,No
31,Non-Travel,398,Human Resources,8,3,Technical Degree,1,Female,97,3,1,Research Scientist,2,Married,11296,24612,1,No,11,4,1,0,22,3,3,31,5,9,13,No
32,Non-Travel,1043,Research & Development,21,2,Life Sciences,4,Female,54,3,3,Human Resources,3,Divorced,15570,24211,3,Yes,17,3,2,1,35,4,1,15,11,12,9,No
48,Travel_Rarely,901,Research & Development,24,4,Human Resources,3,Male,36,4,4,Sales Executive,4,Divorced,3655,23819,6,Yes,22,3,1,1,25,3,3,38,19,3,1,No
18,Travel_Frequently,395,Sales,6,1,Technical Degree,4,Female,42,1,5,Sales Representative,2,Divorced,15727,9636,5,No,15,3,1,3,1,1,1,0,15,11,13,No
20,Travel_Frequently,302,Sales,21,5,Medical,3,Female,97,4,2,Manufacturing Director,1,Single,18899,19749,9,No,23,3,3,1,4,5,4,33,17,7,16,No
33,Non-Travel,160,Human Resources,25,1,Other,1,Female,72,3,5,Research Scientist,3,Single,4017,9344,6,No,23,3,2,1,28,4,1,22,11,4,4,No
40,Non-Travel,1045,Sales,7,2,Medical,4,Female,86,3,2,Research Scientist,3,Divorced,15142,5201,4,No,12,4,1,3,3,4,4,19,19,13,2,No
28,Travel_Frequently,1062,Human Resources,24,2,Medical,1,Female,65,4,4,Research Director,4,Married,8343,6752,1,No,12,3,2,1,34,2,1,17,1,13,15,No
29,Non-Travel,1437,Sales,1,1,Technical Degree,3,Female,43,4,3,Sales Representative,3,Divorced,13339,11575,7,No,18,3,2,0,21,3,2,17,6,14,4,No
27,Travel_Rarely,1284,Human Resources,27,2,Human Resources,2,Female,56,3,1,Sales Representative,4,Single,2573,12327,1,Yes,15,4,3,1,7,2,3,39,8,13,7,Yes
49,Travel_Frequently,430,Human Resources,18,4,Marketing,4,Female,66,4,5,Healthcare Representative,4,Married,6597,17891,7,Yes,24,3,2,0,20,2,4,20,17,10,5,No
33,Travel_Rarely,437,Human Resources,24,2,Life Sciences,4,Male,54,4,2,Research Director,2,Divorced,4926,15029,6,Yes,22,3,4,0,7,3,3,7,8,9,14,No
25,Travel_Rarely,1427,Human Resources,28,5,Marketing,1,Male,96,1,4,Research Scientist,4,Single,11244,8091,2,Yes,21,3,4,0,4,1,3,33,7,9,2,No
55,Travel_Rarely,1461,Research & Development,25,4,Human Resources,1,Female,33,3,1,Research Scientist,1,Married,4796,24998,3,No,13,4,3,1,20,3,1,10,0,7,8,No
29,Non-Travel,738,Human Resources,20,3,Marketing,2,Female,45,2,4,Healthcare Representative,3,Divorced,9823,19905,6,No,11,3,3,1,26,1,2,9,4,5,10,No
41,Travel_Frequently,374,Sales,12,2,Other,4,Female,48,1,3,Sales Executive,4,Single,11053,17866,3,No,21,4,4,2,37,2,1,7,15,11,13,No
45,Travel_Rarely,1287,Research & Development,16,2,Other,3,Female,58,2,1,Manager,3,Married,18616,9521,8,No,17,4,3,3,4,1,3,7,13,9,8,No
25,Travel_Frequently,418,Research & Development,10,5,Technical Degree,3,Male,80,4,1,Manufacturing Director,4,Divorced,19648,24943,6,Yes,21,4,2,3,20,5,1,18,12,4,9,No
45,Non-Travel,688,Human Resources,27,5,Medical,4,Male,47,4,1,Manager,2,Married,19431,17410,0,No,22,4,1,2,7,1,4,0,10,3,14,No
53,Travel_Frequently,603,Research & Development,10,1,Human Resources,4,Female,87,2,2,Sales Representative,1,Married,1535,20007,0,No,13,3,3,0,21,1,2,2,19,9,6,No
43,Travel_Rarely,486,Human Resources,14,1,Human Resources,4,Male,73,4,1,Laboratory Technician,3,Married,16701,21518,3,No,17,4,4,3,17,4,3,31,12,8,4,No
25,Non-Travel,969,Sales,25,1,Marketing,2,Male,45,4,4,Research Director,2,Single,8884,7820,8,No,22,3,1,2,3,4,1,15,14,9,0,No
45,Non-Travel,932,Human Resources,20,5,Technical Degree,3,Female,94,1,2,Sales Representative,3,Divorced,12725,13453,3,No,12,4,2,0,3,6,4,29,15,13,11,No
45,Travel_Rarely,1114,Research & Development,10,1,Marketing,3,Female,31,2,1,Sales Executive,2,Married,7881,23378,4,No,14,3,1,2,36,2,2,27,12,4,5,No
54,Travel_Rarely,702,Sales,10,1,Marketing,1,Female,85,1,4,Manager,1,Married,14017,6696,0,Yes,12,3,4,1,14,3,1,27,7,9,12,Yes
58,Travel_Frequently,790,Human Resources,26,3,Human Resources,1,Male,57,2,4,Sales Representative,4,Married,10467,3867,1,Yes,14,3,1,1,37,1,1,15,17,14,16,Yes
53,Non-Travel,593,Sales,25,1,Marketing,4,Male,94,1,5,Manufacturing Director,2,Single,4073,17723,3,No,15,3,4,0,26,5,3,32,18,10,8,No
44,Non-Travel,589,Sales,11,2,Medical,1,Female,34,3,4,Research Scientist,3,Married,16963,21207,3,No,24,3,3,0,20,4,4,24,14,5,0,No
34,Travel_Rarely,820,Research & Development,23,5,Marketing,2,Female,51,3,3,Human Resources,3,Single,2025,13817,9,No,18,3,3,1,3,3,2,17,9,14,11,No
26,Travel_Rarely,1196,Sales,2,4,Medical,3,Male,42,2,1,Sales Representative,2,Single,3051,24490,5,No,12,3,4,3,10,5,1,25,3,6,0,No
50,Travel_Rarely,608,Research & Development,25,3,Human Resources,3,Male,94,3,1,Sales Executive,1,Married,4621,2168,5,No,20,3,3,3,18,1,2,5,5,10,3,No
37,Travel_Frequently,489,Sales,20,5,Technical Degree,1,Female,45,1,1,Research Director,1,Married,15405,26171,7,Yes,13,3,2,1,18,3,4,37,7,11,6,Yes
30,Travel_Frequently,394,Human Resources,8,5,Other,4,Male,93,2,4,Laboratory Technician,4,Single,5403,12213,8,Yes,20,3,1,3,26,6,3,2,6,10,4,No
45,Travel_Frequently,1492,Sales,23,2,Medical,1,Female,61,3,4,Manufacturing Director,4,Single,4323,17223,0,Yes,22,4,4,1,39,5,3,5,11,12,4,No
46,Travel_Rarely,895,Human Resources,29,1,Technical Degree,4,Female,80,3,1,Healthcare Representative,3,Married,6017,13452,0,No,23,3,4,2,27,0,3,13,17,0,6,No
30,Travel_Rarely,964,Human Resources,7,2,Technical Degree,2,Male,87,2,2,Sales Executive,3,Single,7435,23293,5,No,15,3,4,2,4,5,2,17,17,8,16,No
52,Travel_Rarely,648,Sales,8,1,Medical,3,Male,75,3,2,Manager,4,Single,16492,10027,3,No,21,3,2,2,24,5,2,15,18,11,11,No
23,Travel_Rarely,748,Human Resources,1,1,Human Resources,2,Male,81,3,3,Manager,4,Married,14170,18291,3,No,22,4,2,3,2,1,1,23,3,7,14,No
35,Travel_Frequently,667,Sales,21,5,Life Sciences,3,Female,92,2,5,Research Scientist,4,Married,6816,12641,0,Yes,22,4,2,2,25,3,4,12,0,11,2,No
22,Non-Travel,1310,Sales,2,1,Technical Degree,2,Female,89,3,3,Manager,2,Divorced,5604,23065,8,Yes,19,3,4,0,9,1,4,0,4,10,16,No
42,Travel_Rarely,952,Human Resources,18,3,Technical Degree,1,Female,94,3,1,Research Director,4,Married,4424,23521,2,No,20,3,2,0,23,1,4,37,6,14,13,No
19,Non-Travel,869,Human Resources,15,3,Human Resources,2,Female,84,3,1,Manager,2,Married,15628,26715,4,No,21,4,3,2,28,0,2,13,10,4,14,No
27,Travel_Rarely,544,Research & Development,1,3,Human Resources,2,Female,86,3,1,Manufacturing Director,2,Married,12861,23618,9,Yes,15,3,1,0,6,6,3,16,10,2,14,No
47,Travel_Frequently,462,Human Resources,5,5,Marketing,1,Female,55,4,5,Manufacturing Director,4,Divorced,13501,2224,0,No,24,3,3,2,22,5,4,12,9,4,14,No
22,Travel_Rarely,222,Research & Development,2,2,Human Resources,3,Male,41,2,4,Human Resources,1,Single,3812,10749,7,No,19,4,3,2,26,3,1,12,6,4,10,No
50,Non-Travel,1311,Human Resources,20,4,Technical Degree,3,Female,75,4,5,Manager,1,Married,1044,8582,2,Yes,14,4,2,1,8,6,2,8,15,8,9,No
18,Travel_Frequently,841,Sales,3,1,Medical,1,Female,76,4,3,Research Director,3,Married,18017,3573,0,No,20,3,4,2,2,2,3,5,0,6,8,No
35,Travel_Rarely,779,Human Resources,19,4,Life Sciences,2,Female,67,1,4,Research Director,4,Divorced,10402,10577,9,Yes,15,3,3,0,12,4,4,5,0,12,2,Yes
49,Non-Travel,519,Sales,18,2,Marketing,2,Female,50,4,4,Sales Representative,3,Divorced,9785,10712,5,No,19,3,1,3,5,6,3,29,11,1,0,No
28,Non-Travel,1375,Sales,29,2,Medical,2,Male,43,4,3,Laboratory Technician,4,Divorced,15581,8763,0,Yes,14,4,2,2,37,1,1,36,15,4,10,No
38,Non-Travel,1458,Sales,22,5,Life Sciences,4,Female,31,1,4,Sales Executive,3,Single,2926,14164,2,No,15,3,3,1,20,1,4,13,4,8,15,No
43,Non-Travel,191,Research & Development,18,3,Life Sciences,3,Male,99,3,2,Healthcare Representative,2,Divorced,1856,7217,4,No,15,3,2,0,18,1,4,3,13,13,2,No
42,Travel_Frequently,162,Human Resources,14,3,Life Sciences,2,Male,62,3,3,Research Scientist,4,Single,6988,21526,3,No,14,4,1,1,24,1,3,33,17,10,8,No
39,Travel_Rarely,611,Sales,24,2,Other,3,Female,35,4,3,Research Scientist,1,Married,9743,18272,6,Yes,14,3,2,2,38,4,2,1,8,12,10,Yes
44,Travel_Frequently,1262,Sales,8,5,Medical,2,Female,66,1,2,Sales Representative,4,Married,5138,14734,5,Yes,21,3,4,2,3,2,3,16,1,1,16,No
30,Travel_Rarely,1308,Research & Development,29,5,Marketing,1,Male,43,3,5,Laboratory Technician,3,Married,12080,13353,2,No,15,3,3,2,21,0,1,13,11,7,0,No
50,Non-Travel,1328,Human Resources,12,1,Marketing,1,Male,66,1,5,Research Director,3,Divorced,17082,5501,7,Yes,22,3,3,2,4,2,3,16,9,11,8,Yes
51,Travel_Rarely,871,Human Resources,21,3,Life Sciences,3,Female,37,2,5,Human Resources,3,Married,15870,15530,7,No,16,4,4,0,0,4,3,29,1,2,2,No
58,Non-Travel,1337,Research & Development,10,2,Medical,3,Male,42,2,4,Research Director,3,Divorced,1606,14394,1,No,17,4,1,3,16,3,4,28,14,3,9,No
52,Travel_Rarely,355,Research & Development,23,4,Other,1,Female,69,2,2,Manager,3,Single,9863,3499,6,Yes,16,4,1,2,8,0,2,6,3,1,4,Yes
18,Travel_Frequently,234,Human Resources,20,3,Life Sciences,4,Female,87,2,3,Healthcare Representative,3,Married,6022,11669,0,No,11,3,2,1,8,0,2,8,18,8,10,No
38,Travel_Rarely,974,Research & Development,17,1,Human Resources,1,Male,47,4,3,Laboratory Technician,1,Single,17400,25071,1,No,12,3,3,0,23,3,2,22,3,5,4,Yes
23,Travel_Rarely,921,Human Resources,11,5,Marketing,2,Female,86,2,3,Laboratory Technician,3,Divorced,6149,23629,7,No,17,3,1,0,9,5,2,35,8,14,11,No
45,Non-Travel,187,Human Resources,2,2,Technical Degree,4,Female,67,2,4,Sales Representative,1,Divorced,6311,12519,0,No,24,3,4,0,19,1,3,13,12,8,13,No
34,Non-Travel,1087,Sales,26,3,Life Sciences,1,Female,61,1,4,Healthcare Representative,4,Married,3484,15239,1,No,13,4,4,1,16,4,4,19,9,13,11,No
22,Non-Travel,1330,Sales,26,4,Human Resources,4,Male,95,3,5,Manager,2,Married,16012,20128,0,Yes,22,3,4,3,12,3,4,16,13,14,8,Yes
48,Travel_Rarely,1252,Human Resources,4,1,Marketing,4,Male,54,1,4,Manager,1,Divorced,16833,4039,4,Yes,20,3,1,1,28,2,2,31,2,10,6,No
22,Non-Travel,922,Human Resources,1,1,Other,4,Male,87,4,5,Human Resources,4,Married,12041,10311,6,No,21,3,4,1,35,2,3,24,2,12,15,No
55,Travel_Rarely,1126,Human Resources,15,3,Medical,3,Female,62,2,5,Sales Executive,2,Married,4807,5857,5,No,23,4,3,1,22,5,2,29,19,12,6,No
20,Travel_Rarely,1073,Human Resources,13,4,Marketing,1,Male,95,3,3,Research Director,1,Single,4173,6950,5,Yes,12,3,1,2,26,3,2,26,15,7,13,Yes
40,Travel_Rarely,1033,Human Resources,8,1,Medical,3,Male,59,3,4,Healthcare Representative,1,Divorced,18857,25471,5,Yes,16,3,1,2,17,4,4,26,8,11,7,No
54,Non-Travel,220,Human Resources,25,2,Medical,3,Male,63,2,5,Manager,4,Single,15212,17441,7,Yes,21,3,3,1,17,5,4,30,13,8,2,No
54,Non-Travel,1161,Research & Development,4,1,Other,2,Female,98,2,2,Manager,3,Married,11199,14735,4,Yes,14,3,4,1,8,5,2,25,15,4,1,No
27,Travel_Frequently,1464,Human Resources,10,4,Other,2,Female,77,4,2,Sales Executive,1,Single,3412,24415,9,Yes,22,3,1,2,2,5,3,13,8,5,4,No
27,Travel_Rarely,1107,Research & Development,19,5,Life Sciences,4,Male,69,4,4,Laboratory Technician,1,Divorced,17093,3743,6,No,21,4,3,2,6,0,2,20,4,6,7,No
36,Travel_Rarely,1024,Research & Development,18,5,Life Sciences,4,Male,80,2,3,Manager,4,Single,19535,15283,2,No,15,3,3,3,14,0,4,27,12,4,8,No
34,Non-Travel,744,Human Resources,5,3,Marketing,2,Male,42,2,3,Human Resources,3,Single,4182,21925,8,Yes,16,3,2,1,29,1,4,14,14,0,1,Yes
38,Travel_Frequently,813,Human Resources,19,4,Other,2,Female,60,2,5,Manager,2,Married,2014,11638,9,Yes,13,3,4,0,8,4,3,29,3,8,14,Yes
31,Travel_Rarely,959,Research & Development,26,1,Human Resources,1,Male,68,2,4,Manager,3,Divorced,18988,5616,2,No,11,3,4,3,26,2,2,24,13,1,7,No
26,Travel_Rarely,120,Research & Development,23,1,Marketing,4,Female,92,3,2,Sales Executive,3,Married,18253,17383,5,No,13,3,3,0,35,2,2,10,19,6,9,No
18,Travel_Frequently,341,Human Resources,27,5,Technical Degree,4,Female,77,4,5,Human Resources,4,Married,7913,5894,2,Yes,13,4,1,3,17,1,1,10,19,11,6,Yes
30,Non-Travel,554,Human Resources,22,5,Medical,2,Female,77,2,5,Manufacturing Director,3,Divorced,3727,20108,0,No,16,3,2,1,30,2,2,27,6,7,0,No
21,Travel_Rarely,1062,Research & Development,16,2,Medical,1,Male,90,2,1,Research Scientist,4,Single,3852,8227,0,No,14,4,2,0,16,5,3,4,3,14,1,No
18,Travel_Rarely,720,Research & Development,1,5,Life Sciences,2,Male,41,3,4,Sales Executive,2,Married,10077,12464,2,No,17,4,1,2,5,1,4,27,16,7,2,No
57,Non-Travel,402,Research & Development,12,2,Human Resources,2,Female,85,1,5,Laboratory Technician,1,Single,19992,22446,3,No,23,3,2,3,38,1,1,7,8,0,13,No
49,Travel_Frequently,902,Sales,24,1,Other,3,Female,47,2,2,Laboratory Technician,1,Divorced,2273,9847,1,No,21,3,1,0,24,3,3,25,3,14,14,No
51,Travel_Rarely,1063,Research & Development,2,2,Other,4,Female,56,3,1,Healthcare Representative,4,Married,8649,6281,8,No,12,4,2,3,37,0,3,5,2,9,13,No
45,Travel_Rarely,168,Sales,21,2,Life Sciences,1,Female,57,3,2,Sales Executive,4,Single,2955,26647,7,No,22,3,1,1,37,4,1,31,18,6,7,No
48,Non-Travel,1252,Human Resources,25,3,Technical Degree,3,Male,81,1,3,Sales Representative,3,Single,9778,20584,2,Yes,14,4,3,0,30,4,2,31,8,8,16,Yes
25,Non-Travel,295,Human Resources,8,5,Marketing,4,Male,45,4,1,Sales Executive,3,Married,5549,4143,6,No,18,4,3,0,28,0,1,11,7,10,6,No
56,Travel_Rarely,239,Research & Development,18,2,Marketing,2,Female,87,4,1,Manufacturing Director,1,Divorced,16863,16780,3,Yes,21,3,2,0,39,5,3,5,6,13,0,No
43,Travel_Rarely,382,Human Resources,25,1,Human Resources,1,Female,38,4,5,Manager,1,Single,12809,5181,4,Yes,16,3,2,3,8,4,2,12,6,13,8,No
51,Non-Travel,411,Human Resources,16,4,Life Sciences,4,Female,55,2,3,Sales Executive,1,Divorced,9302,21259,3,No,20,4,3,2,0,2,4,38,3,10,8,Yes
20,Travel_Rarely,845,Human Resources,5,2,Life Sciences,2,Male,57,4,5,Sales Representative,4,Married,9100,8520,8,No,13,3,4,2,15,2,1,39,18,2,10,No
29,Travel_Rarely,376,Human Resources,26,5,Technical Degree,3,Female,65,2,4,Sales Representative,2,Single,3911,15052,6,No,20,4,1,2,37,4,3,33,11,7,5,No
18,Non-Travel,160,Sales,22,3,Marketing,1,Male,38,2,2,Laboratory Technician,2,Single,13091,14271,3,Yes,22,4,4,1,22,6,2,22,19,7,6,Yes
22,Travel_Rarely,1442,Sales,13,1,Life Sciences,4,Female,76,3,2,Manufacturing Director,4,Single,10099,19480,7,No,12,3,2,0,7,6,3,16,5,8,14,No
47,Non-Travel,151,Research & Development,19,3,Other,3,Male,80,4,5,Manager,3,Divorced,6663,14499,1,No,13,4,3,2,11,3,2,0,11,7,5,No
47,Travel_Frequently,252,Research & Development,29,4,Human Resources,2,Male,86,4,2,Sales Representative,2,Single,12881,10915,6,Yes,11,4,2,2,9,4,2,6,19,4,8,No
34,Travel_Rarely,1434,Research & Development,3,2,Marketing,2,Female,61,4,2,Manufacturing Director,3,Single,15368,18122,0,No,11,4,4,0,15,1,1,12,3,4,14,Yes
40,Non-Travel,643,Human Resources,26,2,Technical Degree,4,Male,96,2,4,Human Resources,1,Married,17938,13431,7,No,12,4,3,1,23,5,4,13,1,2,5,No
32,Travel_Rarely,666,Human Resources,8,5,Human Resources,2,Male,86,2,3,Human Resources,1,Single,9298,8918,5,Yes,24,4,3,3,38,1,2,16,14,11,6,Yes
